1,37
2,38
3,39
4,41
5,45
6,49
7,53
8,57
9,61
10,67
11,72
12,77
13,82
14,87
15,92
16,97
17,104
18,108
19,113
20,119
21,122
22,127
23,132
24,136
25,141
26,145
27,149
28,153
29,156
30,160
31,163
32,166
33,170
34,173
35,176
36,179
37,182
38,184
39,187
40,190
41,192
42,194
43,197
44,199
45,201
46,203
47,204
48,206
49,208
50,209
51,211
52,212
53,213
54,215
55,216
56,217
57,219
58,219
59,220
60,221
61,222
62,223
63,224
64,224
65,225
66,226
67,226
68,228
69,231
70,235
71,239
72,244
73,249
74,254
75,259
76,263
77,267
78,272
79,276
80,279
81,283
82,287
83,290
84,293
85,296
86,299
87,301
88,303
89,306
90,308
91,310
92,312
93,313
94,316
95,317
96,318
97,319
98,321
99,322
100,323
101,325
102,329
103,336
104,345
105,354
106,363
107,371
108,378
109,386
110,393
111,399
112,404
113,409
114,414
115,418
116,422
117,426
118,430
119,432
120,435
121,438
122,440
123,442
124,444
125,446
126,448
127,449
128,451
129,452
130,453
131,455
132,456
133,456
134,457
135,457
136,454
137,450
138,444
139,439
140,433
141,427
142,421
143,416
144,410
145,405
146,399
147,395
148,390
149,386
150,381
151,378
152,374
153,371
154,367
155,364
156,361
157,358
158,356
159,353
160,351
161,349
162,347
163,345
164,343
165,341
166,340
167,339
168,337
169,335
170,333
171,331
172,329
173,328
174,326
175,324
176,323
177,321
178,319
179,318
180,317
181,315
182,314
183,313
184,312
185,311
186,310
187,309
188,308
189,308
190,307
191,307
192,306
193,305
194,304
195,304
196,303
197,303
198,303
199,302
200,302
201,304
202,313
203,327
204,343
205,360
206,375
207,389
208,402
209,413
210,423
211,433
212,441
213,448
214,455
215,461
216,467
217,471
218,475
219,478
220,482
221,485
222,488
223,491
224,493
225,495
226,497
227,498
228,500
229,501
230,503
231,504
232,505
233,505
234,507
235,506
236,505
237,502
238,500
239,497
240,494
241,490
242,487
243,484
244,481
245,479
246,476
247,474
248,471
249,470
250,468
251,466
252,464
253,463
254,461
255,460
256,458
257,457
258,456
259,455
260,454
261,453
262,453
263,452
264,451
265,451
266,451
267,449
268,448
269,443
270,436
271,428
272,419
273,410
274,401
275,392
276,383
277,374
278,366
279,357
280,350
281,343
282,335
283,328
284,321
285,316
286,310
287,304
288,299
289,294
290,290
291,284
292,280
293,276
294,272
295,269
296,266
297,262
298,260
299,256
300,254
301,251
302,249
303,246
